tweet,autoridades,emojis,caixa_alta,hashtags,termos_tecnicos,repeticoes_pontuacao,verbos_primeira_pessoa,pronomes_primeira_pessoa
@UOL o verdadeiro genocida https://t.co/OO3IqEZfQG,,,@UOL,,,,,
"@VlogdoLisboa @Timoteo1Ricardo Bolsonaro é uma vergonha Mundial !  um ex-capitão do Exército aliado de corruptos que atacou repetidamente as instituições democráticas do país , vandalizou a reputação internacional do Brasil"" E favorece a destruíção da nossa fauna e flora .","@vlogdolisboa @timoteo1ricardo bolsonaro, Mundial, Exército, Brasil",,E,,,,,
"@realpfigueiredo Bozo é mentiroso, acredito no Janones.","Bozo, Janones",,,,,,acredito,
"Vamos focar nas eleições trazendo eleitores indecisos e até mesmo aqueles que votaram na esquerda para votarem em Bolsonaro.

Essa de cair na briga briguinha de esquerdistas acaba causando nos indecisos uma certa repulsa.

#MENINODOMEP","Bolsonaro, Meninodomep",,MENINODOMEP,#MENINODOMEP,,,,
"@AndreJanonesAdv @_Janoninho @Collor @LulaOficial BOLSONARO É COLLOR
COLLOR É BOLSONARO","Bolsonaro, Bolsonaro",,"BOLSONARO, É, COLLOR, COLLOR, É, BOLSONARO",,,,,
"Bolsonaro critica Bonner e debocha: “Chance de ir para o Supremo”.

Presidente e candidato à reeleição criticou o apresentador, que conduziu entrevistas com os presidenciáveis e o debate presidencial da Globo. 

https://t.co/eaGZivItgu","Bolsonaro, Bonner, Supremo, Globo",,,,,,,
"@AnilceFp @JovemPanNews deve ser pra servir de petisco pro capitão 

https://t.co/Gk0ROhFLVZ",@anilcefp @jovempannews,,,,,,,
"@77_frota Que antes eu pagava 2,60 no litro do leite e agora melhorou o preço para 6,50.
Obrigado Bolsonaro.",Obrigado bolsonaro,,,,,,,eu
"@raphaelcrfrj @rodoxdolfo @JR_Nivaldo_ @folha Bolsonaro JÁ MUDOU a regra de publicidade oficial para punir veículos que denunciam seus crimes, como Orban fez na Hungria, e JÁ PERSEGUE jornalistas que denunciam seus crimes. Quanto ao Ortega, ele persegue padres de oposição como fazia a ditadura wue Bolsonaro defende.","@raphaelcrfrj @rodoxdolfo @jr_nivaldo, Bolsonaro já mudou, Orban, Hungria, Já persegue, Ortega, Bolsonaro",,"JÁ, MUDOU, JÁ, PERSEGUE",,"borba, hungria, ortega",,,
"Ainda estão chorando pelo Romário, deixem esse bost@ pra lá, vamos focar nos votos pro Bolsonaro. #BolsonaroReeleito","Romário, Bolsonaro, Bolsonaroreeleito",,,#BolsonaroReeleito,,,,
"@LulaOficial 

TODOS OS DIAS Bolsonaro cria Discurso de Ódio, Preconceitos, Divisões, Caos e Conspirações prejudiciais graves para os brasileiros! 

#ForaBolsonaro","Discurso de ódio, Preconceitos, Divisões, caos e conspirações, Forabolsonaro",,"TODOS, OS, DIAS",#ForaBolsonaro,,,,
"@ProfTirida @bbacarvalho Meu WhatsApp é comercial rsrs. Só participava de um grupo com meus irmãos que moram no DF, mas saí rapidinho. Não aturo pobre de direita, eleitor do bozo. Seja da família, ou não.","@bbacarvalho, Whatsapp, Df, Bozo",,DF,,"brasília, whatsapp",,"rsrs, aturo",
Vamos reeleger Bolsonaro 22 dentro das Quatro Linhas da Constituição brasileira! https://t.co/q4LocQLz4v,"Bolsonaro, Quatro linhas da constituição brasileira",,,,,,,
Hahahahahaha melhor retirar essas obras dos panfletos do mito gente... https://t.co/CYSen2qzQE,Hahahahahaha,,,,,,hahahahahaha,
Tem que VIRALIZAR o amor de Jair Bolsonaro pelo Nordeste https://t.co/sAh1FZGTit,"Viralizar, Jair bolsonaro, Nordeste",,VIRALIZAR,,,,,
"Minha avó fez a feira hj, deu uns 500 reais, e a feira toda se resumiu praticamente em 5 sacolas.
Bolsonaro eu odeio vose namoral mesmo",Bolsonaro,,,,,,odeio,eu
"@UOL Se LULA é  comparado à JESUS,
o MAÇONARO é o SATANÁS.","@uol, Lula, Jesus, Maçonaro, Satanás",,"@UOL, LULA, JESUS, MAÇONARO, SATANÁS",,,,,
"ESQUERDÓIDES CANALHAS (perdão pelo pleonasmo!) ESPALHAM MENTIRAS GROSSEIRAS PARA CONFUNDIR O ELEITORADO.

BOLSONARO 22 é progresso, liberdade e garantia de um Brasil melhor.","Esquerdóides canalhas, Brasil",,"ESQUERDÓIDES, CANALHAS, ESPALHAM, MENTIRAS, GROSSEIRAS, PARA, CONFUNDIR, O, ELEITORADO, BOLSONARO",,,,,
"Se fosse o @jairbolsonaro fazendo uma piada dessa, amanhã já estariam nas capas da Mídia Militante : ""MOSTRANDO TOTAL FALTA DE EMPATIA COM A SITUAÇÃO DO POVO UCRANIANO, BOLSONARO IRONIZA ESTRONDO E DIZ ""PARECE A UCRANIA""
Ou será que não seria assim??
🇧🇷🇧🇷✌️✌️ https://t.co/hKzfFxjWgX","@jairbolsonaro, Mídia militante, Total falta, Empatia com, A situação do povo, Ucraniano, Bolsonaro, Diz, Parece, Ucrania","✌, ✌","MOSTRANDO, TOTAL, FALTA, DE, EMPATIA, COM, A, SITUAÇÃO, DO, POVO, UCRANIANO, BOLSONARO, IRONIZA, ESTRONDO, E, DIZ, PARECE, A, UCRANIA",,ucrânia,"""?"": 0",,
"@IrineiaLisboa @CarlaSv22 @raptiger_com Todos nós q????

Chega de narrativas @RomarioOnze é Bolsonaro https://t.co/7Yb7M1GCVA",Bolsonaro https://t.co/7yb7m1gcva,,,,,"""?"": 0",,nós
"o pobi do jornalista do the guardian assistindo 76 minutos de bolsonaro falando merda pra confirmar que ele realmente falou que ""comeria um índio"" https://t.co/S6N9a17Oe2 https://t.co/Q5nofNTKx7","Pobi, The guardian, Bolsonaro",,,,,,,
"“Se depender de mim, todos ficam”, diz Bolsonaro sobre Paulo Guedes https://t.co/4un3Tm1z4h","Bolsonaro, Paulo guedes",,,,paulo,,,mim
"@CaioAugstOR @leoromerobr @JoaoLoque @aclareto @VEJA Guedes é liberal, e boa parte do que te mandei prova isso. A equipe de ministros do Bolsonaro é boa. E sabemos que eles continuarão. O Lula, além de não APRESENTAR plano de governo, não sabemos quem serão os ministros. Ou seja, como eu vou votar em alguém que não tem plano?","Guedes, Bolsonaro, Lula",,"@VEJA, A, E, O, APRESENTAR",,,,"mandei, sabemos, sabemos","te, eu"
"@charlie_mouch Falta amor, também, amigo!
A falta de consciência de classe ficou escancarada hoje, qdo um colega de trabalho tentou virar meu voto pro Bozo. Temos o mesmo salário e ele quis me convencer que nosso poder de compra melhorou  no atual governo. Ele pensa que somos classe média. 🤦‍♀️",Bozo,"🤦, ♀",A,,,,temos,me
"@supermenbr Honesto, correto e cristão! B22","@supermenbr honesto, B22",,B22,,,,,
"@SRivoltril A lei do sigilo surgiu em 2011. Agora pense, quem governava nesse ano? Ah sim, o Lula. Não foi o Bolsonaro quem decretou essa lei...","@srivoltril, Lula, Bolsonaro",,A,,,,,
Pede ao Capitão Bolsonaro Canibal para  consertar . https://t.co/6QkCXiLuUa,"Capitão bolsonaro canibal, Https://t.co/6qkcxiluua",,,,,,,
"@Metropoles @danielamercury @guilherme_amado Na verdade, quem fez isso foi a Ditadura Militar brasileira (1964-1985); A Ditadura Militar aumentou o número de ministros do STF e reduziu os poderes da instituição, submetendo-a ao controle do Ditador. E são os militares que mandam em Bolsonaro. https://t.co/bzZ6ZM4Gu1","Ditadura militar, Ditadura militar, Stf, Ditador, Bolsonaro",,"A, STF, E",,,,,
"@Gbru1600a @CanalDoOtario @LulaOficial BORA! 
Eleição muitas vezes se vota pra dizer o que não se quer
Se a gente preza minimamente pela ciência, cultura, meio ambiente, precisa tirar o bozo
Eu votaria em qq um contra ele. 
Estamos no fio da navalha. É muito maior . Risco real https://t.co/4o0NmPYiOF","@gbru1600a, @canaldootario, Bora!, Bozo, Real",,"BORA, É",,,,,eu
@FbioCarvalhoDo2 @Metropoles Sério Lula não foi condenado? Não lembro em qual momento eu defendi ou tive intenção de defender bolsonaro aqui.,"Sério lula, Bolsonaro",,,,,,"lembro, defendi, tive",eu
@JornalOGlobo Cassia Kiss e Regina Duarte são atacadas por petistas por declararem voto para Bolsonaro. Quando O Globo divulgará isto?,"Cassia kiss, Regina duarte, Bolsonaro, O globo",,O,,regina,,,
"Ah me desculpe se eu não entendo a sua “opinião” é que pra mim, apoiar genocida não é opinião rsrs",,,,,,,"desculpe, entendo","me, eu, mim"
"@MacielGlaucio @protesilau @Meldreams99 @ingrid_maria_59 E muita humilhação para vc rapaz. Eu não vou votar no Bolsonaro. Estou ciente de tudo que o PT fez, mas as atrocidades feitas por Bolsonaro não tem nome.","Bolsonaro, Pt, Bolsonaro",,"E, PT",,,,,eu
@senadorhumberto Eita inveja do Bolsonaro...kkkkk,Bolsonaro,,,,,,,
"Reflitam! 
Gostando ou não do Dória, todo mundo aqui viu que ele peitou o genocida pra obter a vacina. https://t.co/b5qZAW7Ehd",Dória,,,,,,,
"@nikolas_dm GENTE O CAPITÃO NUNCA JUNTOU TANTA GENTE

LULA JA GANHOU https://t.co/qvEdbwfWzz","Capitão, Juntou, Gente",,"GENTE, O, CAPITÃO, NUNCA, JUNTOU, TANTA, GENTE, LULA, JA, GANHOU",,,,,
"@Estadao @EstadaoPolitica Melhor ex-presidiário, talvez ladrão, que um falso Messias especialista em matar, projeto de canibal,  N imóveis em moeda corrente, parsa de miliciano, 3 famílias e corno, batendo continência patriota pra os USA, que colocou a pistola na mão de Jesus e pede grana pro Baphomet 🤔","@estadao @estadaopolitica, Messias, N imóveis, Parsa de miliciano, Usa, Jesus, Baphomet 🤔",🤔,"N, USA",,,,,
"Absurdo isso!
Collor está colado no Bozo!
Será que tá rolando umas mandingas pro Lula? https://t.co/15WA81dr3G","Collor, Bozo!, Lula",,G,,,,,
"@alertatotal @FlviaLeo16 @ratinhodosbt URGENTE: Ditador da Venezuela declara apoio ao Lula e diz que Bolsonaro pode acabar com os ditadores comunistas. Ele teme que Bolsonaro impeça a América Latina de virar socialista
#BolsonaroReeleito
#ContraACensuraDoPT
#MENINODOMEP
#bolsonaro2022 
https://t.co/tmdqpvroc2","@alertatotal @flvialeo16 @ratinhodosbt urgente: ditador da venezuela, Lula, Bolsonaro, Bolsonaro, América, Bolsonaroreeleito, Meninodomep",,"URGENTE, MENINODOMEP","#MENINODOMEP, #ContraACensuraDoPT, #BolsonaroReeleito, #bolsonaro2022","américa, venezuela",,,
"@UOLNoticias Folha esconde que o Clã Bolsonaro é igual a Lava Jato diz que combate crimes, cometendo crimes. É a hipocrisia da hipocrisia da hipocrisia... Ridículo.","Folha, Clã bolsonaro, Lava jato",,É,,,,,
"@Haddad_Fernando Vamos de 10 Governador e 22 Mito!!!
#BolsonaroReeleito",Bolsonaroreeleito,,,#BolsonaroReeleito,,"""!"": 0",vamos,
"@_Janoninho @MarcosL95254714 BOLSONARO É COLLOR.
COLLOR É BOLSONARO. https://t.co/WKBvYsdzRZ","@marcosl95254714, Collor, Bolsonaro",,"BOLSONARO, É, COLLOR, COLLOR, É, BOLSONARO",,,,,
"@SilviaCesarin11 Até hoje não sei quem é pior,  Lula ou Bolsonaro","@silviacesarin11, Lula, Bolsonaro",,,,,,sei,
ADEUS BOLSONARO MILICIANO FASCISTA BANGU TE AGUARDA BOLSONARO MILICIANO https://t.co/Q0h9Z79a7K,"Adeus, Miliciano https://t.co/q0h9z79a7",,"ADEUS, BOLSONARO, MILICIANO, FASCISTA, BANGU, TE, AGUARDA, BOLSONARO, MILICIANO, K",,,,,
"“O que o Moraes fez comigo é crime”, afirma Bolsonaro https://t.co/2aBYerzH9I via @YouTube Tamos juntos presidente Bolsoanro22!","Moraes, Bolsonaro, Bolsoanro22",,O,,bolsoanro22,,,comigo
"@f_trad @LulaOficial Covarde, votar nulo é permitir a volta do PT, é apoiar comunismo , é agredir o povo com a miséria anunciada, e depois lavar as mãos de forma hipócrita, nunca foi tão nescessário votar no Bolsonaro, e nem precisa gostar dele pra isso, basta gostar do Brasil....","Covarde, Pt, Bolsonaro, Brasil",,PT,,,,,
Oi @veramagalhaes @NatuzaNery @Ana_Flor @AlineMidlej Bolsonaro e seus filhos adoram sociedades secretas e rituais da maçonaria 👇 @BlogdoNoblat @jairmearrependi @tesoureiros @abocadelobo @abraji @xicosa @estudioi @antoniotabet @FabioPorchat @jnascim #Bomdia #igreja #G1 #oi #band https://t.co/kLE3T43CL4,"@ana_flor @alinemidlej bolsonaro, @blogdonoblat @jairmearrependi @tesoureiros @abocadelobo, @jnascim, Bomdia, G1 #oi",👇,G1,"#igreja, #G1, #Bomdia, #band, #oi",,,,
"Ameaça? Será mais um com tentativa de assassinato como aconteceu com o Presidente Bolsonaro? Ou quem sabe o mesmo destino do Celso Daniel? Assim tentam ganhar eleição na intimidação, ameaça... E aí ""xandinho""? Se é o Bolsonaro vc quer virar um leão com o ladrão vc é um gatinho!🤔 https://t.co/Ko5er3iQ4g","Ameaça?, Presidente bolsonaro, Celso daniel, Bolsonaro",🤔,E,,"celso, daniel",,,
"Deve ser por isso que ele odeia tanto Bolsonaro, ele achou que Bolsonaro ia ficar com todo leite condensado e dar para os soldados, não ia sobrar nada pra ele https://t.co/yowEQWgH1H","Bolsonaro, Bolsonaro",,,,,,,
"@xicosa @Haddad_Fernando Perdeu playboy... chora babaca.
Bolsonaro 22 reeleito.
Tarcísio 10 eleito.
Acabou phorrra...o Brasil da ordem e progresso venceu. https://t.co/LggLz1iY3j","@xicosa, Perdeu playboy..., Chora babaca, Bolsonaro, Tarcísio, Brasil",,,,tarcísio,,,
@UOL É verdade o video de bolsonaro dizendo que come carne humana ?,"@uol, Bolsonaro",,"@UOL, É",,,,,
@DamaresAlves Fala serio ne... Bolsonaro odeia mulher...,"@damaresalves fala serio ne..., Bolsonaro",,,,serio,,,
BOLSOLÃO É A CORRUPÇÃO DO BOLSONARO! https://t.co/NdCiiPn2MF,"Bolsolão, A corrupção do bolsonaro, Https://t.co/ndciipn2mf",,"BOLSOLÃO, É, A, CORRUPÇÃO, DO, BOLSONARO",,,,,
"@antoniocoelhos1 @AucelioClaro @LulaOficial Bolsonaro é ex-presidiário! E Lula foi inocentado de todas as acusações, se informe melhor! Vocês só sabem repetir sempre os mesmos argumentos uns dos outros, nenhum vem com ideias próprias, argumentos válidos! Sempre o mesmo!","@antoniocoelhos1, @aucelioclaro, Bolsonaro, Lula",,E,,,,,
"@JanainaDoBrasil Pois é Janaína,  Bolsonaro fez absolutamente nada pelo Brasil só fez para Brasília.","Janaína, Bolsonaro, Brasil, Brasília",,,,brasília,,,
"@billtexasbar @viinnysant @LulaOficial Olha a Bahia aí, até as lideranças do PT estão virando o voto. Tsunami Bolsonaro https://t.co/D5I7CxOocX","@viinnysant, Bahia, Pt, Tsunami bolsonaro",,PT,,,,,
"@JovemPanNews Jovem Pan não é uma emissora de TV é um CANAL DE VENDAS com um único produto : Mentiras do Jair

""Uma mentira dita mil vezes torna-se verdade"".Essa célebre frase de Joseph Goebbels, ministro da propaganda na Alemanha Nazista, permite refletir acerca do papel das ""fakes News""","@jovempannews jovem pan, Mentiras do jair, Joseph goebbels, Alemanha nazista, News",,"TV, CANAL, DE, VENDAS",,"alemanha, joseph",,,
"@webberjonas Tudo bem que xingar o bozo é sempre bom, mas ficar dando rt no frota é foda jojo. Hahaha","@webberjonas tudo, Bozo, Jojo, Hahaha",,,,retweeet,,hahaha,
"O mundo está vendo o que se passa na mente pútrida do Bolsonaro 
The Guardian
#ForaBolsonaroeSuaQuadrilha https://t.co/Me3u94hyMZ","Bolsonaro 
the guardian, Forabolsonaroesuaquadrilha https://t.co/me3u94hymz",,,#ForaBolsonaroeSuaQuadrilha,,,,
"@djocovid2_novax @ratinho_jr Quem apoia incondicionalmente o Bolsonaro o ajudou a:

- Baixar ainda mais o nível do debate;
- Acabar com a Lava Jato;
- Viabilizar a elegibilidade do Lula e sua quadrilha;
- Blindar corruptos.
- Matar na pandemia;
- Isolar o país como nunca antes. 
https://t.co/d1WBmPl6R1","@ratinho_jr, Bolsonaro, Acabar com a, Lava jato, Lula, Blindar corruptos",,,,,,,
@senadorhumberto Sou Conservador nos Costumes e Liberal na Economia e voto Bolsonaro no 2º turno!,"Liberal na economia, Bolsonaro",,,,,,,
me deixa super triste morar em uma cidade bolsonaro eu só queria ta no meio da UJC e do PCB aqui em rondônia 😭 https://t.co/Xb4PRgts9T,"Ujc, Pcb, Rondônia, T",😭,"UJC, PCB, T",,rondônia,,,"me, eu"
@jandira_feghali Quem aguentou 14 anos d PT aguentar qualquer coisa... Bolsonaro é de longe o melhor presidente que o Brasil já teve!!,"@jandira_feghali, Pt, Bolsonaro, Brasil",,PT,,,"""!"": 0",,
"@crisvector É tudo a mesma porcaria, só querem nosso dinheiro!
BOLSONARO É COLLOR 
COLLOR É BOLSONARO",Bolsonaro,,"É, BOLSONARO, É, COLLOR, COLLOR, É, BOLSONARO",,,,,
"@AndreJanonesAdv Bolsonaro 2022! Não adianta fazer montagem, deixa de babaquice!",@andrejanonesadv bolsonaro,,,,,,,
@MrioMoreiraTor1 @SF_Moro Quem pode combater voltou para ninho dos criminosos apoiando o Genocida. Fui Morista hoje não sou mais.,"Genocida, Morista",,,,,,,
"Bolsonaro deixa claro , as oportunidades bateram às portas do povo em seu governo , daí a revolta de dos oportunistas apoiadores ex presidiário https://t.co/aVF0FoAfT3",Bolsonaro,,,,daí,,,
@LiverpoolUlfc @AndreJanonesAdv Bolsonaro com collor irão confiscar as aposentadorias. https://t.co/NOnCmRvfXo,"@andrejanonesadv bolsonaro, Collor, Https://t.co/noncmrvfxo",,,,,,,
"Vamos VOTAR dia 30out
Vamos tirar o Brasil das mãos do inimigo.
Damares expõe coisas horríveis que aconteciam com nossas crianças na Ilha de Marajó e que o Bolsonaro agora está impedindo e por isso está sendo perseguido 
https://t.co/lC2dMgNIBT","Brasil, Damares, Ilha de marajó, Bolsonaro",,VOTAR,,,,,
"@filipesabara Bolsominions machos são apaixonados pelo Bozo. Sonham todas as noites que estão dando pro escrotão.
É atração física. Enrustidos como o Carlucho.
Qualquer primeiro-anista de faculdade de psicologia de quinta consegue explicar essa tara de gritar ""Mito!"".
É tesão recolhido.","Bolsominions, Bozo, Escrotão, Carlucho, Mito!",,"É, É",,primeiranista,,,
Minha brigada de infantaria paraquedista no Rio de janeiro qual o bolsonaro serviu como aspirante até capitão até entrar para a vida política... Por isso carrega esses valores com ele Deus pátria família Brasil acima de tudo Deus acima de todos https://t.co/xCGUaTrhEQ,"Rio de janeiro, Bolsonaro, Deus, Brasil, Deus",,,,,,,
"@77_frota Bolsonaro prometeu indulto ao Goleiro assassino Bruno????
Isso é o desrespeito máximo com as mulheres!!!! https://t.co/Xf1FQl6NIi","Bolsonaro, Goleiro, Bruno",,,,,"""?"": 0, ""!"": 0",,
"@majorfabianadep Foi a maneira q o @AndreJanonesAdv encontrou pra atrair e capturar o bolsonaro. Ele gosta de leite condensado e vai cair no buraco.
Não sei vc, mas a mim parece um plano igual do coyote q quer pegar o papa léguas","@majorfabianadep, Bolsonaro",,,,,,sei,mim
"@reinaldoazevedo Collor não será ministro do Bolsonaro.
Não haverá confisco de dinheiro por Bolsonaro.
Bolsonaro tem plano de governo.
Bolsonaro tem ministros definidos.
Essas são as informações que precisa saber hoje.

Deixe de disseminar Fake News, jornalista parcial, venal e ideologico.","@reinaldoazevedo collor, Bolsonaro, Bolsonaro, Bolsonaro, Bolsonaro, Fake news",,,,,,,
As obras de Bolsonaro em São Leopoldo - RS https://t.co/ZuIa4B2Kyr,"Bolsonaro, São leopoldo, Rs",,RS,,leopoldo,,,
"@luizfn87 1- Bolsonaro 22 realmente não consigo entender como as pessoas não enxergam que o país esta melhorando, todos os indicadores explicam isso.",,,,,,,consigo,
@VEJA Meu Deus nos livre desta desgraça chamado Bolsonaro.,"@veja, Meu deus, Bolsonaro",,@VEJA,,,,,
a facada do Bolsonaro foi real ou um delírio????,Bolsonaro,,,,,"""?"": 0",,
@Lucosokok KKKKKKK mano pior q a maior parte do tempo eles tao falando sozinho mandando as coisas do bolsonaro pqp,,,KKKKKKK,,,,,
"Seria isso uma ameaça? 
Merece um Rt de cada patriota https://t.co/bGbiiblJ0e","Merece, Rt",,,,retweeet,,,
Collor com Bolsonaro causa medo à classe média. Bora explorar isso?,"Collor, Bolsonaro",,,,,,,
O msm povo q reclama quando os professores falam do Lula nas escolas são os msm q aplaudem quando um pastor fala do bolsonaro,"Lula, Bolsonaro",,,,,,,
@carvalholua Se calhar foi para facilitar o canibalismo do bolsonaro,"@carvalholua, Bolsonaro",,,,,,,
"@PersiaBSantos @RasputinCarva Se não votar em Bolsonaro estará contribuindo com a volta de Lula. Pense nisso, pelo Brasil…por Moro, que não merece ser perseguido por esse ladrao do Lula!","@persiabsantos @rasputincarva, Bolsonaro, Lula, Brasil, Moro, Lula",,,,,,moro,
"@Ruiiatos_ @marcoscorreia99 @Dan317el JB se acha o deus, hj ele garantiu que ganharia eleição e vendo comícios do Loola, lotado como nunca tinha visto, o ""mito"" vive numa bolha.","@marcoscorreia99, Loola",,JB,,loiola,,,
"Deu no The Guardian, que em tradução livre diz:

""Comeria um índio’: rivais se vangloriam de canibalismo desenterrado de Bolsonaro""

Cristão canibal maçom... 🤔

https://t.co/EmxyS52yOD","The guardian, Bolsonaro",🤔,,,,,,
BOLSONARO CORRUPTO! MENTIROSO! https://t.co/U2N9shfea9,"Corrupto!, Mentiroso",,"BOLSONARO, CORRUPTO, MENTIROSO",,,,,
"@jojopeupeu @TiagoLeiteEmil1 @umrafas @OliverStuenkel Tem tbm um argumento: mau caratismo de gente que sabe que bolsonaro eh uma ameaça e procura questionar os outros do contrário. Tipo isso que vc tá fazendo, mesmo diante dos claros e FORTES SINAIS","@jojopeupeu @tiagoleiteemil1 @umrafas @oliverstuenkel tem, Bolsonaro, Fortes",,"FORTES, SINAIS",,,,,
"@mitags @pastorhenriquev Mita, aprendi com meu Prof. de Biologia: “Qdo bactérias reagem, é porque o antibiótico está fazendo efeito “ Eleitores de Bolsonaro não caem na falsa narrativa deste Pastor.","@mitags @pastorhenriquev mita, Prof, Biologia, Eleitores, Bolsonaro, Pastor",,,,,,aprendi,
"@Boscardin Brasil 2026, com Bolsonaro reeleito, Câmara e Senado aprovam PEC que revoga o Sufrágio Universal e apresentam PEC para revogar a Lei Áurea","Brasil, Bolsonaro, Câmara, Senado, Sufrágio universal, Lei áurea",,"PEC, PEC",,,,,
"@Marcelo95410623 @TwitterBrasil Vai ser o contrário, Lula presidente e Bolsonaro na cadeia 😉👍🤮 https://t.co/FHMgJIutAn","@twitterbrasil, Lula, Bolsonaro","😉, 👍, 🤮",,,,,,
"A propaganda do Bozo ""a mamata acabou quem mamou não mama mais"" 

Eu não acredito num bagulho desse bem vendo, véi.",Bozo,,,,,,acredito,eu
É muito bom ser patriota amo meu país mais que tudo🇧🇷,,,,,,,amo,
"@BillRaguza @iriscoruja - ATENÇÃO! 🇧🇷
- RELAÇÃO DE PESSOAS QUE PRECISAM REDOBRAR A SEGURANÇA:
- JAIR BOLSONARO
- MICHELLE BOLSONARO
- DAMARES ALVES
- TARCÍSIO DE FREITAS
- ONIX LORENZONI
- TERESA CRISTINA
- ROMEU ZEMA
Obs. Cuidado ao voar em aviões de pequeno porte","@iriscoruja - atenção!, Relação de pessoas, Segurança, Jair, Damares, Freitas, Onix, Teresa cristina, Obs",,"ATENÇÃO, RELAÇÃO, DE, PESSOAS, QUE, PRECISAM, REDOBRAR, A, SEGURANÇA, JAIR, BOLSONARO, MICHELLE, BOLSONARO, DAMARES, ALVES, TARCÍSIO, DE, FREITAS, ONIX, LORENZONI, TERESA, CRISTINA, ROMEU, ZEMA",,"cristina, michelle, romeu, tarcísio, teresa",,,
"@NadaTras @dovesavages2 @DamaresAlves Na verdade eu tinha outro perfil mas o Twitter me bloqueou e não gosto de ficar sem ver as notícias...
Isso acontece muito com o pessoal que apoia o Bolsonaro viu...
Censura velada","Twitter, Bolsonaro, Censura",,,,twitter,,gosto,"eu, me"
até o sushi de um real o bolsonaro nos tirou https://t.co/knP97HmDed,Bolsonaro,,,,,,,nos
"@fabezable @abocadelobo BOLSONARO É COLLOR 
COLLOR É BOLSONARO","@fabezable, Bolsonaro",,"BOLSONARO, É, COLLOR, COLLOR, É, BOLSONARO",,,,,
"@glaucofr Que coisa mais infantil, e por isso que cada vez mais voto convicto no presidente bolsonaro.",,,,,,,,
"fascinada com a cara de pau do goleiro bruno apoiando o bozo, fica ainda mais irônico quando ele argumenta ""pela família"" que ele mesmo destruiu quando mandou matar a mãe do filho dele pra depois dar pros cães roerem a carne dos ossos","Bruno, Bozo",,,,pro,,,
"Mil mentiras de Bolsonaro para uma postagem com dados, apuradas e elaboradas. É assim que ele ganha simboliza toda a mentira que ele diz representar. Se ele quiser dizer que o Lula implementou a fome no Brasil, ele vai conseguir com disparos em massa.","Bolsonaro, Lula, Brasil",,É,,,,,
Janones ta com o toba cheio de leite condensado comprado pelo Bolsonaro kkkkk,"Janones, Bolsonaro",,,,,,,
"Vários Pais deveriam seguir o exemplo e processar não só a escola, mas bolsonaro e a campanha Fascista dele. https://t.co/BpCTlz1TCb","Pais, Bolsonaro, Fascista",,,,,,,
@UOL Como assim tirou de contexto. O vídeo é autentico e Bolsonaro diz que comeria um índio com banana.,"@uol, Bolsonaro",,"@UOL, O",,,,,
@UOL Essa foi a pior chamada que li nesse ano; Bolsonaro vai transformar o Brasil numa Venezuela? Vcs perderam totalmentea vergonha. Normalmente quem lê Twitter tem alguma capacidade de raciocínio e sente vergonha alheia.,"@uol, Bolsonaro, Brasil, Venezuela, Vcs, Twitter",,@UOL,,"twitter, venezuela",,li,
"@Brasil_Go_Ahead @Rconstantino Não achei Bolsonaro torcendo para esses caras, só por isso sendo venezuelano acredito que o Bolsonaro tá certo. https://t.co/KDHw5EqDsc","@brasil_go_ahead, Bolsonaro, Bolsonaro",,,,,,"achei, acredito",
pprt se o lula tivesse uma música mt boa igual o mito chegou tinha ganhado no primeiro turno,Pprt,,,,,,,
"@campoderosask @laism_g tmnc, eu gosto de um bozo 🐂 ele é bem descente😈🥺","@campoderosask @laism_g tmnc, Bozo 🐂","🐂, 😈, 🥺",,,,,gosto,eu
"@FlviaLeo16 @luisamell Vi essa entrevista aqui...
https://t.co/xXDhL0ANYw",,,,,,,vi,
@OGloboPolitica A globo só detona Bolsonaro  e elogia o lula será que está ansioso pela volta do dimdim kkkkkkk,"@oglobopolitica, Bolsonaro, Lula, Dimdim kkkkkkk",,A,,,,,
"@LulaOficial Quanto custa na sua cidade o litro da gasolina, do álcool, do leite, da cesta básica... abaixou pós pandemia!!! Então, foi o Presidente que conseguiu essas baixas de preços e não vai ser o 'L'adrão que vai te dar picanha e, sim, é o seu trabalho garantido pelo Bolsonaro e Guedes!","Pandemia!!, Presidente, L'adrão, Bolsonaro, Guedes",,,,,"""!"": 0",,
@caiocesaroliva @fernandoarcaico acho q eh bolsominion e brocha,@caiocesaroliva @fernandoarcaico,,,,,,acho,
"Tão fazendo campanha abertamente pro Bozo, Mário !! Depois vão dizer o quê ?? que todo mundo no Brasil é KKK ou capiau ??? https://t.co/sYVrTGzHSj https://t.co/GkTgUqB27S","Bozo, Mário, Brasil, Kkk",,KKK,,mário,"""!"": 0, ""?"": 0",,
@joaoamoedonovo E o Novo apoia tudo que bolsonaro faz.,"@joaoamoedonovo, Novo, Bolsonaro",,E,,,,,
"hahahahaha no intervalo do #DomingaoComHuck, cheio de artista esquerdista, propaganda do Bonoro ACABOU A MAMATA KKKKKK

#Eleicoes2022","Domingaocomhuck, Bonoro acabou, Mamata",,"ACABOU, A, MAMATA, KKKKKK","#Eleicoes2022, #DomingaoComHuck,",,,,
